RXCUI,INGREDIENT
309033,phenol
750203,amlodipine
750203,atorvastatin
212429,urea
1670414,bacillus coagulans
201912,pyrimethamine
809854,quinapril
809854,hydrochlorothiazide
1653047,mineral oil
1005856,sulfacetamide
1005856,sulfur
597406,meloxicam
154987,hydroxyzine
1486245,vitamin b12
1605372,levetiracetam
349404,zinc oxide
1992281,clobetasol
2590,clobetasol
1046351,benzocaine
1046351,menthol
1649425,doxycycline
1298435,sodium chloride
349467,tegaserod
316931,zinc sulfate
153165,atorvastatin
197433,calcium acetate
359779,methylsulfonylmethane
1167960,mupirocin
848955,ciprofloxacin
855333,warfarin
570070,acetaminophen
2184126,amlodipine
199376,potassium citrate
1094357,phenazopyridine
1251493,estradiol
1251493,norethindrone
1600698,amphetamine
882536,clindamycin
1870952,deflazacort
1482684,luliconazole
830877,diltiazem
1544389,methotrexate
577181,calcium carbonate
577181,psyllium
904933,ibandronate
244416,nystatin
998019,hypromellose
1366556,budesonide
208187,silver sulfadiazine
242276,glatiramer
2553501,semaglutide
854992,thonzonium
854992,colistin
854992,hydrocortisone
854992,neomycin
891716,vitamin e
891716,lutein
891716,zinc oxide
891716,ascorbic acid
891716,beta carotene
891716,cuprous oxide
891716,sodium selenate
1658331,brexpiprazole
1369753,loratadine
1369753,pseudoephedrine
1537095,acetaminophen
1537095,diphenhydramine
1537095,guaifenesin
1537095,phenylephrine
261575,polyethylene glycol 3350
997421,fexofenadine
262418,ramipril
828553,acetaminophen
203212,ipratropium
1378,benzalkonium
482574,duloxetine
312289,naloxone
312289,pentazocine
895697,fluticasone
274535,tiotropium
967942,diclofenac
647555,fluoxetine
349479,vardenafil
198200,rifabutin
1179810,vitamin b12
830470,rabies virus vaccine wistar strain pm-1503-3m (human); inactivated
1116514,cholecalciferol
1168936,difluprednate
1246338,dextromethorphan
23742,triamterene
23742,hydrochlorothiazide
379077,fluocinonide
860976,metformin
309370,clotrimazole
900891,lamotrigine
261289,temozolomide
896112,naftifine
103956,alprostadil
1094099,polyethylene glycol 400
1731099,daptomycin
1483316,hypochlorite
1744011,emtricitabine
1744011,tenofovir disoproxil
204504,digoxin
856381,trazodone
749795,aspirin
92880,insulin isophane
403943,darbepoetin alfa
1596455,betamethasone
1596455,gentamicin
1596455,clotrimazole
801177,thiamine
801177,dexpanthenol
801177,vitamin b6
801177,niacinamide
801177,riboflavin
1792386,fluocinolone
1792386,ciprofloxacin
1995150,aprepitant
833704,diltiazem
808534,vitamin b12
808534,folic acid
808534,pyridoxine
800563,taurine
800563,threonine
800563,tryptophan
800563,arginine
800563,tyrosine
800563,valine
800563,cysteine
800563,sodium metabisulfite
800563,aspartate
800563,alanine
800563,glycine
800563,histidine
800563,sodium acetate
800563,isoleucine
800563,leucine
800563,lysine
800563,methionine
800563,glutamate
800563,phenylalanine
800563,proline
800563,serine
800563,sodium chloride
197786,hydrocortisone
2541170,midazolam
994539,aspirin
994539,caffeine
994539,orphenadrine
2206090,insulin; regular; human
858770,hydrocodone
858770,ibuprofen
1251313,alginic acid
1251313,calcium carbonate
1251313,magnesium trisilicate
1251313,sodium bicarbonate
1299021,ibuprofen
1299021,pseudoephedrine
1547459,calcium chloride
1547459,potassium acetate
1547459,sodium acetate
1547459,magnesium chloride
1547459,sodium chloride
211176,bismuth subsalicylate
198314,triamterene
198314,hydrochlorothiazide
1742220,albumin human; usp
645295,sodium bicarbonate
645295,magnesium hydroxide
645295,omeprazole
2532532,dexmedetomidine
2286261,dexamethasone
1115575,fentanyl
1101754,aspirin
1101754,acetaminophen
1101754,caffeine
894816,morphine
1117570,simethicone
284202,ferrous fumarate
597967,amlodipine
597967,atorvastatin
849903,tramadol
1988316,diltiazem
402015,omeprazole
310187,estradiol
106809,aspirin
106809,glycine
1741263,iron sucrose
994535,aspirin
994535,caffeine
994535,orphenadrine
1491637,dexbrompheniramine
1491637,phenylephrine
1037259,acetaminophen
1037259,oxycodone
1000001,amlodipine
1000001,olmesartan
1000001,hydrochlorothiazide
996991,aspirin
996991,codeine
1741311,albumin human; usp
402506,carbamazepine
1300385,acellular pertussis vaccine; inactivated
1300385,diphtheria toxoid vaccine; inactivated
1300385,tetanus toxoid vaccine; inactivated
831109,cromolyn
1249029,danthron
1249029,docusate
756143,phenobarbital
686405,erythromycin
352657,teriparatide
200342,hydroxyurea
1293874,chloroxylenol
1293874,pramoxine
1293874,hydrocortisone
5933,iodine
247047,budesonide
2099700,dexamethasone
894806,morphine
1422561,capsaicin
1422561,methyl salicylate
1422561,lidocaine
1422561,menthol
2463733,epoetin alfa
204154,furosemide
197634,dronabinol
581413,vitamin e
581413,lutein
581413,zeaxanthin
1797904,triamcinolone
1424872,chlophedianol
1424872,chlorpheniramine
1424872,phenylephrine
1422093,ezetimibe
1422093,atorvastatin
562084,miconazole
1095229,flavoxate
197575,desoximetasone
672917,nifedipine
895975,morphine
312516,potassium chloride
312357,phenobarbital
1485895,panthenol
1485895,zinc pyrithione
864980,methadone
1000000,amlodipine
1000000,olmesartan
1000000,hydrochlorothiazide
1436239,topiramate
2055311,morphine
204466,penicillin g
1660933,mometasone
1660933,formoterol
330371,levofloxacin
351155,urea
998689,acebutolol
316408,omeprazole
10553,thymol
731526,methyltestosterone
2118588,meloxicam
645146,minoxidil
795709,lactobacillus acidophilus
1720002,glycerin
1720002,petrolatum
1720002,phenylephrine
1720002,shark liver oil
197408,betamethasone
827318,aspirin
827318,acetaminophen
827318,caffeine
283206,potassium chloride
283206,sodium chloride
1600722,amlodipine
1600722,perindopril
854838,lisdexamfetamine
152770,calcium carbonate
152770,cholecalciferol
1872384,sodium phosphate; monobasic
1872384,sodium phosphate; dibasic
543546,nystatin
856903,acetaminophen
856903,hydrocodone
1807513,vancomycin
1649405,doxycycline
828348,cyclobenzaprine
993503,bupropion
727820,sodium chloride
201185,mafenide
1483744,naltrexone
866924,metoprolol
1860139,potassium chloride
1726216,cilastatin
1726216,imipenem
310431,gabapentin
204441,famotidine
856783,amitriptyline
580261,tiotropium
308048,alprazolam
896762,labetalol
313988,furosemide
754506,olanzapine
317136,nortriptyline
198039,nitroglycerin
1807551,sodium chloride
607026,pregabalin
198013,naproxen
197901,lorazepam
318272,aspirin
863664,oxybutynin
861513,clobetasol
307719,acetylcysteine
310273,famotidine
539817,solifenacin
835603,tramadol
628953,potassium chloride
856999,acetaminophen
856999,hydrocodone
1731582,glycopyrronium
866419,metoprolol
863669,tamsulosin
313412,tizanidine
310965,ibuprofen
827349,bifidobacterium infantis
1928569,potassium phosphate
1928569,dibasic potassium phosphate
207361,nitroglycerin
854880,zolpidem
828576,acetaminophen
828576,propoxyphene
1799890,soybean oil
313324,thiamine
104884,metoclopramide
314131,niacin
831102,diltiazem
746815,mometasone
863968,racepinephrine
827189,ranitidine
205285,leflunomide
904433,alendronate
607038,pregabalin
206821,lorazepam
1091395,methylphenidate
1237062,fentanyl
1924317,edaravone
391937,lactulose
253017,magnesium hydroxide
1010755,epinephrine
1010755,lidocaine
833528,amiodarone
1362831,heparin
1807516,vancomycin
746763,albuterol
880853,psyllium
1737563,lidocaine
617314,atorvastatin
310386,fluoxetine
352273,escitalopram
1049630,diphenhydramine
314072,latanoprost
312505,potassium chloride
2480108,triamcinolone
1795616,glucose
2470234,sars-cov-2 (covid-19) vaccine; mrna spike protein
1648110,bacitracin
1010671,lidocaine
311372,loratadine
197535,clozapine
197381,atenolol
213194,tobramycin
404652,daptomycin
485485,tizanidine
665044,sitagliptin
615107,glucose
615107,potassium chloride
615107,sodium chloride
582328,sumatriptan
617312,atorvastatin
1009341,bimatoprost
801663,cholecalciferol
830863,diltiazem
1741421,albumin human; usp
239209,vancomycin
615100,glucose
615100,potassium chloride
615100,sodium chloride
859088,albuterol
311197,isosorbide
637551,potassium chloride
637551,sodium chloride
1011854,lidocaine
854876,zolpidem
352118,dutasteride
198741,magnesium oxide
754503,olanzapine
152923,simvastatin
1666814,midazolam
1721314,fluconazole
1665214,ciprofloxacin
856773,amitriptyline
1653438,glucose
966248,levothyroxine
359969,polyvinyl alcohol
359969,povidone
966224,levothyroxine
685578,clindamycin
762675,methylprednisolone
855191,tolterodine
198897,ascorbic acid
859747,rosuvastatin
544393,ibuprofen
880407,polyethylene glycol 3350
1300370,acellular pertussis vaccine; inactivated
1300370,diphtheria toxoid vaccine; inactivated
1300370,tetanus toxoid vaccine; inactivated
861066,sertraline
211947,atovaquone
898591,octreotide
411877,magnesium oxide
1809104,sufentanil
208365,benzonatate
1191357,ferumoxytol
1986356,insulin aspart; human
200825,spironolactone
6387,lidocaine
105019,lamotrigine
993456,denosumab
161,acetaminophen
200817,spironolactone
310228,ethynodiol
310228,ethinyl estradiol
404465,aprepitant
197,acetylcysteine
860524,carvedilol
208979,prazosin
744628,amlodipine
744628,olmesartan
201961,finasteride
1012381,bupivacaine
1012381,epinephrine
1805009,bendamustine
800588,threonine
800588,tryptophan
800588,arginine
800588,tyrosine
800588,valine
800588,aspartate
800588,alanine
800588,glycine
800588,histidine
800588,isoleucine
800588,leucine
800588,lysine
800588,methionine
800588,glutamate
800588,phenylalanine
800588,proline
800588,serine
153591,glimepiride
891297,guaifenesin
835896,cyclosporine
730046,darbepoetin alfa
756059,lithium citrate
151227,topiramate
856724,propranolol
898721,benazepril
991069,dicyclomine
352199,olmesartan
1091187,methylphenidate
703,amiodarone
1547575,suvorexant
832919,calcium carbonate
832919,cholecalciferol
880340,cholecalciferol
1550963,diphenhydramine
1550963,naproxen
542347,isoflurane
2170993,mepolizumab
308895,calcium carbonate
308895,magnesium carbonate
402014,omeprazole
727703,adalimumab
261315,oseltamivir
1665093,cefepime
1801298,potassium chloride
639888,emtricitabine
639888,tenofovir disoproxil
311289,levetiracetam
830845,diltiazem
997170,codeine
22701,dexpanthenol
312941,sertraline
1673243,bupivacaine
1673243,epinephrine
199247,glimepiride
404186,sennosides; usp
1149617,collagenase
859426,rosuvastatin
966185,levothyroxine
311353,lisinopril
1664981,aztreonam
1020023,cetirizine
1091325,vitamin e
1091325,ubidecarenone
1091325,levocarnitine
352228,ziprasidone
1855086,thyroid (usp)
151124,anastrozole
259966,methylprednisolone
1098139,chondroitin sulfates
1098139,hyaluronate
311296,levofloxacin
207192,methylprednisolone
310459,gemfibrozil
244967,trimethoprim
244967,polymyxin b
897702,hydromorphone
212575,amlodipine
1049632,diphenhydramine
966158,levothyroxine
198334,sulfamethoxazole
198334,trimethoprim
198241,temazepam
308769,bivalirudin
313009,sodium chloride
1246290,budesonide
1246290,formoterol
199364,vitamin b12
1946481,zinc oxide
1946481,lanolin
1946481,menthol
1946481,petrolatum
1542385,phenylephrine
207138,methylprednisolone
10154,succinylcholine
1190546,atropine
1732014,morphine
687024,alprazolam
1358612,methylprednisolone
854907,bisoprolol
346210,calcium carbonate
208220,simvastatin
11251,vitamin b complex
1243440,acetaminophen
729932,venlafaxine
763106,poliovirus vaccine inactivated; type 1 (mahoney)
763106,poliovirus vaccine inactivated; type 2 (mef-1)
763106,poliovirus vaccine inactivated; type 3 (saukett)
685543,clarithromycin
94406,amoxicillin
104375,lisinopril
3966,ephedrine
859035,pramipexole
1300378,acellular pertussis vaccine; inactivated
1300378,diphtheria toxoid vaccine; inactivated
1300378,tetanus toxoid vaccine; inactivated
855644,diclofenac
831226,diltiazem
2552401,ferric carboxymaltose
209638,cholecalciferol
8163,phenylephrine
213377,leflunomide
581645,sildenafil
541662,paroxetine
404639,vardenafil
261319,progesterone
904783,pramoxine
904783,hydrocortisone
809559,calcium carbonate
809559,cholecalciferol
643714,lenalidomide
213394,mycophenolate mofetil
2387331,glycopyrronium
2387331,budesonide
2387331,formoterol
615968,benzocaine
991063,dicyclomine
815308,polyethylene glycol 3350
815308,sodium bicarbonate
815308,potassium chloride
815308,sodium chloride
607044,omega-3 acid ethyl esters (usp)
901644,streptococcus pneumoniae serotype 14 capsular antigen diphtheria crm197 protein conjugate vaccine
901644,streptococcus pneumoniae serotype 18c capsular antigen diphtheria crm197 protein conjugate vaccine
901644,streptococcus pneumoniae serotype 19f capsular antigen diphtheria crm197 protein conjugate vaccine
901644,streptococcus pneumoniae serotype 23f capsular antigen diphtheria crm197 protein conjugate vaccine
901644,streptococcus pneumoniae serotype 4 capsular antigen diphtheria crm197 protein conjugate vaccine
901644,streptococcus pneumoniae serotype 6b capsular antigen diphtheria crm197 protein conjugate vaccine
901644,streptococcus pneumoniae serotype 9v capsular antigen diphtheria crm197 protein conjugate vaccine
901644,streptococcus pneumoniae serotype 1 capsular antigen diphtheria crm197 protein conjugate vaccine
901644,streptococcus pneumoniae serotype 19a capsular antigen diphtheria crm197 protein conjugate vaccine
901644,streptococcus pneumoniae serotype 3 capsular antigen diphtheria crm197 protein conjugate vaccine
901644,streptococcus pneumoniae serotype 5 capsular antigen diphtheria crm197 protein conjugate vaccine
901644,streptococcus pneumoniae serotype 6a capsular antigen diphtheria crm197 protein conjugate vaccine
901644,streptococcus pneumoniae serotype 7f capsular antigen diphtheria crm197 protein conjugate vaccine
686402,erythromycin
847254,insulin lispro protamine; human
847254,insulin lispro
1086613,mineral oil
1086613,petrolatum
11359,lutein
847189,insulin isophane
847189,insulin; regular; human
616116,lenalidomide
762674,aminolevulinate
541894,dextroamphetamine
541894,amphetamine
7512,norepinephrine
261241,rosiglitazone
1115468,leuprolide
966187,levothyroxine
211869,ascorbic acid
616018,abatacept
834393,diltiazem
1292,baclofen
211974,cefuroxime
1361029,heparin
616444,mycophenolate mofetil
1234569,phenylephrine
790271,calcium carbonate
896777,labetalol
352007,ribavirin
1659161,alirocumab
151607,deferoxamine
210676,cisatracurium
993892,acetaminophen
993892,codeine
260333,ramipril
854848,lisdexamfetamine
1670353,phenytoin
261360,oxcarbazepine
639543,candesartan
1730078,chlorpromazine
1046631,dextromethorphan
1046631,guaifenesin
903458,liothyronine
2053927,sodium zirconium cyclosilicate
410503,5-hydroxytryptophan
686441,paliperidone
1190110,fluoxetine
1542981,acetaminophen
1542981,hydrocodone
656660,bosentan
10379,testosterone
74169,tazobactam
74169,piperacillin
107606,bupivacaine
107606,epinephrine
891874,morphine
310133,racepinephrine
752870,mirtazapine
805859,candesartan
805859,hydrochlorothiazide
1012899,fingolimod
608328,rasagiline
1435483,desvenlafaxine
1596450,gentamicin
2383548,influenza a virus (h1n1) antigen
2383548,influenza a virus (h3n2) antigen
2383548,influenza b virus antigen
725105,rivastigmine
68139,rocuronium
38685,trimethobenzamide
52582,mesalamine
33290,phenol
6468,loperamide
855336,warfarin
1740865,fludarabine
18993,benzonatate
864718,methadone
1544918,exenatide
197622,dipyridamole
705129,nitroglycerin
108118,mometasone
312837,rizatriptan
801109,sodium acetate
801109,sodium gluconate
801109,magnesium chloride
801109,potassium chloride
801109,sodium chloride
57258,tizanidine
596843,lansoprazole
402698,felodipine
641465,armodafinil
1114198,rivaroxaban
312743,quetiapine
1161091,povidone-iodine
321988,escitalopram
1111339,olopatadine
861225,dextroamphetamine
861225,amphetamine
104776,clozapine
10454,thiamine
483446,pregabalin
30125,modafinil
1040016,ceftaroline fosamil
1794881,glucose
1794881,sodium chloride
1235249,lurasidone
857007,acetaminophen
857007,hydrocodone
1092181,resveratrol
211149,bismuth subsalicylate
1043543,dextromethorphan
1043543,guaifenesin
1043543,phenylephrine
1745090,melphalan
1115269,levothyroxine
904878,buprenorphine
252965,povidone-iodine
849383,mesalamine
205643,lactate
261204,salmon calcitonin
1720001,glycerin
1720001,petrolatum
1720001,phenylephrine
1720001,shark liver oil
7242,naloxone
1049604,oxycodone
543014,citric acid
543014,sodium citrate
4099,estrogens; conjugated (usp)
36387,sennosides; usp
854252,enoxaparin
995443,codeine
995443,guaifenesin
200007,melatonin
1487076,diclofenac
213322,rizatriptan
744636,amlodipine
744636,olmesartan
1188426,carboxymethylcellulose
856853,amitriptyline
200285,hydrochlorothiazide
200285,valsartan
602802,sennosides; usp
1100262,ascorbic acid
1100262,cholecalciferol
1100262,iron carbonyl
1100262,folic acid
1100262,calcium citrate
1100262,pyridoxine
1603498,fentanyl
352046,darbepoetin alfa
1191222,naloxone
312849,ropinirole
1654910,insulin; regular; human
106517,midazolam
