EPA ID,Site Name,City,County,State,Street Address,Zip Code,Region,NPL Status,Partial NPL Deletion,Superfund Alternative Approach,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Construction Complete,Construction Completion Date,Non-NPL Status Category,Non-NPL Status Subcategory,Non-NPL Status,Site Status,Site Type,Site Type Subcategory,Federal Agency,Native American Interest (NAI),Indian Entity (NAI Status),HRS Score,Federal Facility Indicator,Alias/Alternative Site Name,Non-NPL Status Date,Superfund Site Profile Page URL,RCRA Handler ID - RCRA Handler Name
MID980504450,ALBION-SHERIDAN TOWNSHIP LANDFILL,ALBION,CALHOUN,MI,13355 29 MILE ROAD, 49224 ,R05,Final NPL,No,No,Yes,Yes,Yes,Yes,9/28/1999,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),,No,,33.79,No,"ALBION SHERIDAN TWP LDFL, ALBION SHERIDAN TWP LDFL, ALBION SHERIDAN TOWNSHIP LANDFILL, ALBION-SHERIDAN TOWNSHIP LANDFILL, ALBION SHERIDAN TWP LDFL",12/11/1980,www.epa.gov/superfund/albion-sheridan-landfill,
TXD008123168,ALCOA (POINT COMFORT)/LAVACA BAY,POINT COMFORT,CALHOUN,TX,Postal Address is unavailable for the Site, 77979 ,R06,Final NPL,No,No,Yes,Yes,Yes,Yes,7/23/2007,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,50,No,"ALCOA (POINT COMFORT)/LAVACA BAY, ALCOA (POINT COMFORT)/LAVACA BAY, ALUMINUM CO OF AMERICA CLASS II LANDFILL",11/1/1980,www.epa.gov/superfund/alcoa-lavaca-bay,TXD008123168 - ALCOA POINT COMFORT OPERATIONS
WAD009045279,ALCOA (VANCOUVER SMELTER),VANCOUVER,CLARK,WA,5509 LOWER RIVER RD, 98660 ,R10,Deleted NPL,Yes,No,Yes,Yes,No,Yes,7/30/1996,,,,Active,Manufacturing/Processing/Maintenance,Primary metals/mineral processing,,No,,,No,"ALCOA (VANCOUVER SMELTER), ALUMINUM COMPANY OF AMERICA - VANCOUVER, ALCOA (VANCOUVER SMELTER), ALCOA-VANCOUVER",[Blank Date],www.epa.gov/superfund/alcoa-vancouver,
ILSFN0508010,ALCOA PROPERTIES,EAST ST. LOUIS,ST. CLAIR,IL,3000 E. MISSOURI AVENUE, 62205 ,R05,Not NPL,No,Yes,No,No,Insufficient Data,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Manufacturing/Processing/Maintenance,Primary metals/mineral processing,,No,,,No,NORTH ALCOA,12/31/2002,www.epa.gov/superfund/alcoa-properties,
WID980610380,ALGOMA MUNICIPAL LANDFILL,ALGOMA,KEWAUNEE,WI,SEC32 T25N R25E TOWN OF AHNAPEE, 54201 ,R05,Final NPL,No,No,Yes,Yes,Yes,Yes,3/1/1994,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),,No,,39.99,No,"ALGOMA MUNI LDFL, ALGOMA MUNI LDFL, ALGOMA MUNICIPAL LANDFILL, ALGOMA MUNI LDFL",[Blank Date],www.epa.gov/superfund/algoma-municipal-landfill,
ORD980511497,ALKALI LAKE SITE,LAKE COUNTY,LAKE,OR,"T30S, R23E, S18, T.L. 300", 97630 ,R10,Not NPL,No,Yes,No,Insufficient Data,Insufficient Data,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,"Waste Management, Other, Manufacturing/Processing/Maintenance","Other, Ground water plume site with no identifiable source, Chemicals and allied products",,No,,,No,"ALKALI LK DSPL, LAKEVIEW DUMP SITE",1/5/2024,www.epa.gov/superfund/alkali-lake,
WV0170023691,ALLEGANY BALLISTICS LABORATORY (USNAVY),MINERAL COUNTY,MINERAL,WV,COUNTY RTE 9, 26753 ,R03,Final NPL,No,No,No,Yes,Insufficient Data,No,,,,,Active,Manufacturing/Processing/Maintenance,Ordnance production,Department of Defense,No,,50,Yes,"ALLEGANY BALLISTICS LABORATORY (USNAVY), ALLEGANY BALLISTICS (US NAVY), ALLEGANY BALLISTICS LABORATORY (USNAVY), ALLEGANY BALLISTICS LABORATORY (USNAVY), HERCULES INC AEROSPACE, ALLEGANY BALLISTICS LABORATORY (USNAVY)",[Blank Date],www.epa.gov/superfund/alleganyballistics,"WV0170023691 - ALLIANT TECHSYSTEMS OPERATIONS LLC, ABL OPERATIONS"
OHD043730217,ALLIED CHEMICAL & IRONTON COKE,IRONTON,LAWRENCE,OH,3330 S 3RD ST, 45638 ,R05,Final NPL,Yes,No,Yes,Yes,No,Yes,9/29/2016,,,,Active,"Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance","Multiple, Coke production, Chemicals and allied products",,No,,,No,"ALLIED CHEMICAL & IRONTON COKE, ALLIED CHEM & IRONTON COKE, ALLIED CHEM & IRONTON COKE, IRONTON COKE CORP, ALLIED CHEM & IRONTON COKE, ALLIED CHEMICAL & IRONTON COKE",4/1/1979,www.epa.gov/superfund/allied-chemical-ironton,OHD082739632 - IRONTON COKE CORP
MID006007306,"ALLIED PAPER, INC./PORTAGE CREEK/KALAMAZOO RIVER",KALAMAZOO,KALAMAZOO,MI,320 EAST ALCOTT STREET, 49003 ,R05,Final NPL,Yes,No,No,No,Yes,No,,,,,Active,Recycling,Other,,Yes,"Nottawaseppi Huron Band of the Potawatomi, Michigan(Current); Pokagon Band of Potawatomi Indians, Michigan and Indiana(Current); Match-e-be-nash-she-wish Band of Pottawatomi Indians of Michigan(Current)",,No,"ALLIED PAPER/PORTAGE CREEK/KALAMAZOO RIV, ALLIED CORP KALAMAZOO PLT, ALLIED PAPER, INC./PORTAGE CREEK/KALAMAZOO RIVER, ALLIED PAPER/PORTAGE CK/KALAMAZOO RIVER, ALLIED PAPER INC PORTAGE CREEK, ALLIED PAPER, INC./PORTAGE CREEK/KALAMAZOO RIVER, ALLIED PAPER/PORTAGE CREEK/KALAMAZOO RIV, PORTAGE CREEK, ALLIED PAPER",4/1/1979,www.epa.gov/superfund/allied-paper-kalamazoo,
ORD009051442,"ALLIED PLATING, INC.",PORTLAND,MULTNOMAH,OR,8135 NE Martin Luther King Jr Boulevard, 97211 ,R10,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,6/29/1993,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,,No,"ALLIED PLATING, INC., ALLIED PLATING INC., ALLIED PLATING, INC, ALLIED PLATING",7/1/1979,www.epa.gov/superfund/allied-plating,
FLD041495441,ALPHA CHEMICAL CORP.,LAKELAND,POLK,FL,4620 N GALLOWAY RD, 33810 ,R04,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/21/1990,,,,Active,Manufacturing/Processing/Maintenance,Plastics and rubber products,,No,,,No,"ALPHA CHEMICAL CORP, ALPHA CHEMICAL CORP., ALPHA CHEMICAL CORP, ALPHA RESINS CORP., ALPHA CHEMICAL CORP.",8/1/1980,www.epa.gov/superfund/alpha-chemical-corporation,
OHD057243610,ALSCO ANACONDA,GNADENHUTTEN,TUSCARAWAS,OH,ONE ANACONDA DR, 44629 ,R05,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,7/30/1996,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,"ALSCO ANACONDA, ALSCO ANACONDA",8/1/1980,www.epa.gov/superfund/alsco-anaconda,
GAD033582461,ALTERNATE ENERGY RESOURCES INC,AUGUSTA,RICHMOND,GA,2736 WALDEN DR, 30904 ,R04,Final NPL,No,No,No,Yes,Yes,Yes,9/23/2015,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,50,No,"ALTERNATE ENERGY RESOURCES INC, ALTERNATE ENERGY RESOURCES",7/1/1980,www.epa.gov/superfund/alternate-energy-resources,
PAD000436436,AMBLER ASBESTOS PILES,AMBLER,MONTGOMERY,PA,LOCUST STREET, 19002 ,R03,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,8/30/1993,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,"NICOLET CORP *, CERTAINTEED PROD CORP *, AMBLER ASBESTOS PILES, AMBLER ASBESTOS PILES",3/1/1980,www.epa.gov/superfund/amblerasbestos,
WIN000510210,AMCAST INDUSTRIAL CORPORATION,CEDARBURG,OZAUKEE,WI,N39 W5789 HAMILTON ROAD, 53012 ,R05,Final NPL,No,No,No,No,Insufficient Data,No,,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,46.86,No,"AMCAST INDUSTRIAL CORP, AMCAST INDUSTRIAL CORPORATION",7/27/2007,www.epa.gov/superfund/amcast-industrial,
CA0001576081,AMCO CHEMICAL,OAKLAND,ALAMEDA,CA,1414 THIRD STREET, 94607 ,R09,Final NPL,No,No,No,Yes,No,No,,,,,Active,Other,Product storage/distribution,,No,,50,No,"BOBO'S JUNKYARD, D C METALS, AMCO CHEMICAL",[Blank Date],www.epa.gov/superfund/amco,
MID006029102,"AMERICAN ANODCO, INC.",IONIA,IONIA,MI,28 NORTH BEARDSLEY STREET, 48846 ,R05,Final NPL,No,No,Yes,Yes,Yes,Yes,9/27/1993,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,57.99,No,"AMERICAN ANODCO, INC, AMERICAN ANODCO INC, AMERICAN ANODCO INC, AMERICAN ANODCO INC, AMERICAN ANODCO, INC.",[Blank Date],www.epa.gov/superfund/american-anodco,
ALD981868466,AMERICAN BRASS INC.,HEADLAND,HENRY,AL,HIGHWAY 134 WEST, 36345 ,R04,Final NPL,No,No,Yes,Yes,Yes,Yes,9/1/2009,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,55.61,No,"AMERICAN BRASS INC., AMERICAN BRASS INC., AMERICAN BRASS",7/25/1996,www.epa.gov/superfund/american-brass,
IND016360265,"AMERICAN CHEMICAL SERVICE, INC.",GRIFFITH,LAKE,IN,420 SOUTH COLFAX AVENUE, 46319 ,R05,Final NPL,No,No,Yes,Yes,Yes,Yes,9/27/2004,,,,Active,Recycling,"Chemicals/chemical waste (e.g., solvent recovery)",,No,,34.98,No,"AMERICAN CHEMICAL SERVICE INC, AMERICAN CHEMICAL SERVICE, INC., AMERICAN CHEM SERV INC, AMERICAN CHEM SERV INC, AMERICAN CHEMICAL SERVICE, INC, AMERICAN CHEM SERV INC, AMERICAN CHEM SERV",[Blank Date],www.epa.gov/superfund/american-chemical-service,
LAN000604293,AMERICAN CREOSOTE DERIDDER,DERIDDER,BEAUREGARD,LA,Washington St/Post Plant Rd, 70634 ,R06,Final NPL,No,No,No,No,Yes,No,,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,50,No,,8/3/2017,www.epa.gov/superfund/american-creosote-deRidder,
MSD004006995,AMERICAN CREOSOTE WORKS INC (LOUISVILLE),LOUISVILLE,WINSTON,MS,RAILROAD AVE, 39339 ,R04,Final NPL,No,No,Yes,Yes,Yes,Yes,7/17/2017,,,,Active,"Other, Manufacturing/Processing/Maintenance","Lumber and wood products/wood preserving/treatment, Spill or other one-time event",,No,,62.2,No,"AMERICAN CREOSOTE WORKS INC, AMERICAN CREOSOTE WORKS INC, AMERICAN CREOSOTE WORKS INC, AMERICAN CREOSOTE WORKS, INC.",8/1/1980,www.epa.gov/superfund/american-creosote-works-inc,
TND007018799,"AMERICAN CREOSOTE WORKS, INC. (JACKSON PLANT)",JACKSON,MADISON,TN,307 MEADOW ST, 38301 ,R04,Final NPL,No,No,No,Yes,No,Yes,5/15/2000,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,35.22,No,"AMERICAN CREOSOTE WORKS, INC. (JACKSON PLANT), AMERICAN CREOSOTE WORKS (JACKSON PLANT), AMERICAN CREOSOTE WORKS, (JACKSON PLANT), AMERICAN CREOSOTE WORKS INC",8/1/1980,www.epa.gov/superfund/american-creosote-works-jackson,
FLD008161994,"AMERICAN CREOSOTE WORKS, INC. (PENSACOLA PLANT)",PENSACOLA,ESCAMBIA,FL,701 S J ST, 32501 ,R04,Final NPL,No,No,No,No,Yes,No,,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,58.41,No,"AMERICAN CREOSOTE WORKS, INC. (PENSACOLA PLANT), AMERICAN CREOSOTE WORKS (PENSACOLA PLT), AMERICAN CREOSOTE WORKS INC",[Blank Date],www.epa.gov/superfund/american-creosote-works-pensacola,
LAD000239814,"AMERICAN CREOSOTE WORKS, INC. (WINNFIELD PLANT)",WINNFIELD,WINN,LA,1006 FRONT STREET, 71483 ,R06,Final NPL,No,No,No,Yes,Yes,Yes,6/4/1999,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,50.7,No,"AMERICAN CREOSOTE WORKS, INC (WINNFIELD), AMERICAN CREOSOTE, AMERICAN CREOSOTE WORKS, INC. (WINNFIELD PLANT)",3/1/1987,www.epa.gov/superfund/american-creosote-works-winnfield,
WAD057311094,AMERICAN CROSSARM & CONDUIT CO.,CHEHALIS,LEWIS,WA,99 CHEHALIS AV SW, 98532 ,R10,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/26/1996,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,Yes,Confederated Tribes of the Chehalis Reservation(Current),,No,"AMERICAN CROSSARM & CONDUIT CO., AMERICAN CROSSARM & CONDUIT CO, AMERICAN CROSSARM AND CONDUIT, AMERICAN CROSSARM & CONDUIT CO, AMERICAN CROSSARM & CONDUIT",11/20/1980,www.epa.gov/superfund/american-crossarm,
NJD002173276,AMERICAN CYANAMID CO,BRIDGEWATER,SOMERSET,NJ,EASTON TURNPIKE, 08805 ,R02,Final NPL,Yes,No,No,Yes,Yes,No,,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,"AMERICAN CYANAMID CO, AMERICAN CYANAMID CO., AMERICAN CYANAMID CO, AMERICAN CYANAMID CO.",10/1/1979,www.epa.gov/superfund/american-cyanamid,NJD002173276 - WYETH HOLDINGS LLC
WAD980833065,AMERICAN LAKE GARDENS/MCCHORD AFB,TACOMA,PIERCE,WA,555 BARNES BLVD., 98438 ,R10,Final NPL,No,No,Yes,Yes,Insufficient Data,Yes,9/29/1994,,,,Active,Other,Ground water plume site with no identifiable source,Department of Defense,Yes,Puyallup Tribe of the Puyallup Reservation(Current),28.9,Yes,"AMERICAN LAKE GARDENS/MCCHORD AFB, MCCHORD AFB AREA 'D', AMERICAN LAKE GARDENS, AMERICAN LAKE GARDENS/MCCHORD AFB, USAF MCCHORD AFB AMERICAN LAKE GARDENS, MCCHORD AFB: AMERICAN LAKE GARDENS, USAF, AMERICAN LAKE GARDENS/MCCHORD AFB, USAF MCCHORD AFB AMERICAN LAKE GARDENS",5/1/1983,www.epa.gov/superfund/american-lake-gardens,
NYD002066330,AMERICAN THERMOSTAT CO.,SOUTH CAIRO,GREENE,NY,RTE 23 B, 12482 ,R02,Final NPL,No,No,No,Yes,Yes,Yes,9/25/1998,,,,Active,Manufacturing/Processing/Maintenance,Electronic/electrical equipment,,No,,33.61,No,"AMERICAN THERMOSTAT CO, AMERICAN THERMOSTAT CO., CAIRO DRINKING WATER, AMERICAN THERMOSTAT CO.",5/1/1982,www.epa.gov/superfund/american-thermostat,
TND980729172,AMNICOLA DUMP,CHATTANOOGA,HAMILTON,TN,AMNICOLA HWY, 37406 ,R04,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,9/28/1993,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),,No,,,No,"AMNICOLA DUMP, AMNICOLA DUMP",[Blank Date],www.epa.gov/superfund/amnicola-dump,
ILD002994259,AMOCO CHEMICALS (JOLIET LANDFILL),JOLIET,WILL,IL,approx. or near 23423 Amoco Rd., 60410 ,R05,Final NPL,No,No,No,Yes,Insufficient Data,No,,,,,Active,"Recycling, Waste Management, Multiple, Manufacturing/Processing/Maintenance","Chemicals and allied products, Multiple, Multiple, Co-disposal landfill (municipal and industrial)",,No,,39.44,No,"AMOCO CHEMICAL (JOLIET LANDFILL), AMOCO CHEMICALS (JOLIET), AMOCO CHEMICALS (JOLIET LANDFILL), JOLIET LANDFILL, AMOCO CHEMICALS (JOLIET LANDFILL), AMOCO CHEMICAL CORP, AMOCO CHEMICAL (JOLIET LANDFILL)",4/1/1979,www.epa.gov/superfund/amoco-chemicals-landfill,
PAD041421223,"AMP, INC. (GLEN ROCK FACILITY)",GLEN ROCK,YORK,PA,OLD RTE 11 - SUSQUEHANNA RD, 17327 ,R03,Deleted NPL,Yes,No,No,Yes,Yes,Yes,12/14/1995,,,,Active,Manufacturing/Processing/Maintenance,Plastics and rubber products,,No,,,No,"AMP-GLEN ROCK, AMP, INC. (GLEN ROCK FACILITY)",7/25/1985,www.epa.gov/superfund/amp,PAD041421223 - TYCO ELEC
MTD057561763,ANACONDA ALUMINUM CO COLUMBIA FALLS REDUCTION PLANT,COLUMBIA FALLS,FLATHEAD,MT,EASTERN END OF ALUMINUM DRIVE, 59912 ,R08,Final NPL,No,No,No,No,No,No,,,,,Active,Manufacturing/Processing/Maintenance,Primary metals/mineral processing,,Yes,Confederated Salish and Kootenai Tribes of the Flathead Reservation(Current),68.39,No,"ANACONDA ALUMINUM CO COL FLS RED PLT, COLUMBIA FALLS ALUMINUM COMPANY, ANACONDA ALUMINUM CO COLUMBIA FALLS REDUCTION PLANT",3/26/2015,www.epa.gov/superfund/columbia-falls,
FLD020536538,ANACONDA ALUMINUM CO./MILGO ELECTRONICS CORP.,MIAMI,MIAMI-DADE,FL,3630 NW 76TH ST, 33147-4433 ,R04,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,11/22/1994,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,,No,"MILGO ELECTRONICS/APPLIED TECH. (FSSP), ANACONDA ALUMINUM CO./MILGO ELECTRONICS CORP., ANACONDA ALUMINUM CO./MILGO ELECTRONICS, ANACONDA/MILGO (N. MIAMI), ANACONDA ALUMINUM CO./MILGO ELECTRONICS CORP., ANACONDA/MILGO (N. MIAMI), ANACONDA ALUMINUM MIAMI ANODIZING, ANACONDA/MILGO (N.MIAMI)",[Blank Date],www.epa.gov/superfund/anaconda-aluminum-co,
MTD093291656,ANACONDA CO. SMELTER,ANACONDA,DEER LODGE,MT,Southern Deer Lodge Valley and Surrounding Uplands, 59711 ,R08,Final NPL,Yes,No,No,No,Yes,No,,,,,Active,"Mining, Manufacturing/Processing/Maintenance","Mining Only, Primary metals/mineral processing",,Yes,Confederated Salish and Kootenai Tribes of the Flathead Reservation(Current),,No,"ANACONDA CO. SMELTER, ANACONDA CO. SMELTER, ANACONDA REDUCTION WORKS",8/1/1980,www.epa.gov/superfund/anaconda-co-smelter,
NVD083917252,ANACONDA COPPER MINE,YERINGTON,LYON,NV,Along US Highway 95A where it turns onto W Goldfield Ave, 89447 ,R09,Proposed NPL,No,No,No,Insufficient Data,Insufficient Data,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Mining,Mining and Mineral Processing/Smelting,,Yes,"Walker River Paiute Tribe of the Walker River Reservation, Nevada(Current); Yerington Paiute Tribe of the Yerington Colony & Campbell Ranch, Nevada(Current)",50,No,"ANACONDA COPPER CO YERINGTON, YERINGTON MINE, ANACONDA COPPER CO",11/28/2016,www.epa.gov/superfund/anacondacoppermine,
NYD001485226,ANCHOR CHEMICALS,HICKSVILLE,NASSAU,NY,500 WEST JOHN STREET, 11801 ,R02,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,10/1/1996,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,ANCHOR CHEMICALS,[Blank Date],www.epa.gov/superfund/anchor-chemicals,
GU6571999519,ANDERSEN AIR FORCE BASE,YIGO,GUAM,GU,PERIMETER RD, 96929 ,R09,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Waste Management,Industrial waste facility (non-generator),Department of Defense,No,,50,Yes,"ANDERSEN AIR FORCE BASE, ANDERSEN AFB, ANDERSEN AFB (STORAGE TANK FARM), ANDERSEN AIR FORCE BASE, ANDERSEN AIR FORCE BASE",11/1/1985,www.epa.gov/superfund/andersenafb,
MID002931228,ANDERSON DEVELOPMENT CO.,ADRIAN,LENAWEE,MI,1415 EAST MICHIGAN STREET, 49221 ,R05,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/24/1993,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,"ANDERSON DEVELOPMENT CO., ANDERSON DEVELOPMENT CO, ANDERSON DEVELOPMENT CO",[Blank Date],www.epa.gov/superfund/anderson-development,
MD0570024000,ANDREWS AIR FORCE BASE,ANDREWS AIR FORCE BASE,PRINCE GEORGE'S,MD,ALLENTOWN ROAD, 20762 ,R03,Final NPL,No,No,No,Yes,Insufficient Data,No,,,,,Active,Other,"Transportation (e.g., railroad yards, airport, barge docking site)",Department of Defense,No,,50,Yes,"USAF SANITARY LANDFILL #2, ANDREWS AIR FORCE BASE, ANDREWS AIR FORCE BASE, USAF SANITARY LANDFILL #1, USAF ANDREWS AIR FORCE BASE, NAVAL AIR TEST CENTER",[Blank Date],www.epa.gov/superfund/andrewsafb,
MO0000958611,ANNAPOLIS LEAD MINE,ANNAPOLIS,IRON,MO,EAST SIDE OF IRON COUNTY ROAD 138, 63620 ,R07,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,9/25/2007,,,,Active,Mining,Metals,,Yes,"Delaware Nation, Oklahoma(Current); Absentee-Shawnee Tribe of Indians of Oklahoma(Current); Delaware Tribe of Indians(Current); Shawnee Tribe(Current); The Osage Nation(Current); Quapaw Nation(Current); Eastern Shawnee Tribe of Oklahoma(Current); Cherokee Nation(Current)",,No,ANNAPOLIS LEAD MINE,[Blank Date],www.epa.gov/superfund/annapolisleadmine,
AL3210020027,ANNISTON ARMY DEPOT (SOUTHEAST INDUSTRIAL AREA),ANNISTON,CALHOUN,AL,OFF AL HWY 202, 36253 ,R04,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Manufacturing/Processing/Maintenance,Trucks/ships/trains/aircraft and related components,Department of Defense,No,,51.91,Yes,"ANNISTON ARMY DEPOT (SOUTHEAST INDUSTRIAL AREA), ANNISTON ARMY DEPOT (SE INDUSTRIAL AREA), US ARMY/ANNISTON ARMY DEPOT, USA ANNISTON ARMY DEPOT (SE INDUS. AREA), USA ANNISTON ARMY DEPOT (SE INDUS. AREA), USA ANNISTON ARMY DEPOT",2/12/1988,www.epa.gov/superfund/anniston-army-depot,
ALD000400123,ANNISTON PCB SITE (MONSANTO CO),ANNISTON,CALHOUN,AL,702 Clydesdale Ave., 36201 ,R04,Not NPL,No,Yes,No,No,Insufficient Data,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,"ANNISTON PCB (MONSANTO CO.), MONSANTO CO, ANNISTON PCB SITE, PLANT LANDFILL, SNOW CREEK PCB, MONSANTO CO, WEST END LANDFILL (ANNISTON)",10/6/2003,www.epa.gov/superfund/anniston-pcb-site,"ALD004019048 - SOLUTIA INC, A SUBSIDIARY OF EASTMAN KODAK"
FLD981014368,"ANODYNE, INC.",NORTH MIAMI BEACH,MIAMI-DADE,FL,1270 NW 165 STREET, 33169 ,R04,Final NPL,No,No,No,Yes,No,No,,,,,Active,Manufacturing/Processing/Maintenance,Other,,No,,31.03,No,"ANODYNE, INC., ANODYNE, INC, ANODYNE, INC., ANODYNE, INC., ANODYNE, INC",[Blank Date],www.epa.gov/superfund/anodyne-inc.,
AZD008399263,APACHE POWDER CO.,SAINT DAVID,COCHISE,AZ,1436 S APACHE POWDER RD, 85630 ,R09,Final NPL,No,No,Yes,Yes,Yes,Yes,9/26/2008,,,,Active,"Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance","Chemicals and allied products, Ordnance production, Multiple",,No,,39.09,No,"APACHE POWDER CO., APACHE NITROGEN, APACHE POWDER CO., APACHE POWDER CO, APACHE POWDER CO",12/7/1979,www.epa.gov/superfund/apachepowder,
NYD980535652,APPLIED ENVIRONMENTAL SERVICES,GLENWOOD LANDING,NASSAU,NY,ONE SHORE RD, 11545 ,R02,Final NPL,No,No,Yes,Yes,Yes,Yes,6/28/1996,,,,Active,Recycling,Other,,No,,41.15,No,"SHORE REALTY, APPLIED ENVIRONMENTAL SERVICES, SHORE REALTY, APPLIED ENVIRONMENTAL SERVICES, PHILIPS PETROLEUM CO",[Blank Date],www.epa.gov/superfund/applied-environmental-services,
CAD042728840,APPLIED MATERIALS,SANTA CLARA,SANTA CLARA,CA,3050 BOWERS AVE, 95051 ,R09,Final NPL,No,No,Yes,Yes,Yes,Yes,9/27/1993,,,,Active,Manufacturing/Processing/Maintenance,Electronic/electrical equipment,,No,,31.94,No,APPLIED MATERIALS,[Blank Date],www.epa.gov/superfund/appliedmaterials,
SCD058754789,AQUA-TECH ENVIRONMENTAL INC (GROCE LABS),GREER,SPARTANBURG,SC,340 ROBINSON ROAD, 29651 ,R04,Final NPL,No,No,Yes,Yes,Yes,Yes,9/29/2011,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,50,No,"GROCE LABORATORIES INC, AQUA-TECH ENVIRONMENTAL INC (GROCE LABS)",[Blank Date],www.epa.gov/superfund/aqua-tech-environmental,
OHD017506171,ARCANUM IRON & METAL,DARKE COUNTY,DARKE,OH,POP-RITE LN 5MI OFF RTE 49, 45304 ,R05,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,12/9/1999,,,,Active,Recycling,Batteries/scrap metals/secondary smelting/precious metal recovery,,No,,,No,"ARCANUM IRON & METAL CO, ARCANUM IRON & METAL CO, ARCANUM IRON & METAL, ARCANUM IRON & METAL CO, ARCANUM IRON & METAL",[Blank Date],www.epa.gov/superfund/arcanum-iron-metal,
AKD980988158,ARCTIC SURPLUS,FAIRBANKS,[Blank County],AK,BADGER RD AND OLD RICHARDSON WAY MI. 6, 99701 ,R10,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,4/18/2005,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,"ARCTIC SURPLUS, ARCTIC SURPLUS",8/5/1986,www.epa.gov/superfund/arctic-surplus,
CAD983650011,ARGONAUT MINE,JACKSON,AMADOR,CA,ARGONAUT LANE, 95642 ,R09,Final NPL,No,No,No,No,Not a Groundwater Site,No,,,,,Active,"Mining, Manufacturing/Processing/Maintenance, Waste Management","Mining and Mineral Processing/Smelting, Primary metals/mineral processing, Mine tailings disposal",,No,,58.31,No,PIONEER MINE,4/7/2016,www.epa.gov/superfund/argonautmine,
KSD980500789,ARKANSAS CITY DUMP,ARKANSAS CITY,COWLEY,KS,HWY 166 S, 67005 ,R07,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,9/8/1992,,,,Active,Manufacturing/Processing/Maintenance,Oil and gas refining,,No,,,No,"ARKANSAS CITY DUMP SITE (FINDS), ARKANSAS CITY DUMP, MILLIKIN REFINERY",[Blank Date],www.epa.gov/superfund/arkansascitydump,
