NDC,INGREDIENT
13107015630,paroxetine
00591555601,propranolol
68462029301,verapamil
00002879959,insulin lispro
53436008401,patiromer
00007488559,ropinirole
68382006805,simvastatin
00603533828,prednisone
62175011837,omeprazole
00069422066,sildenafil
00168000615,triamcinolone
00603374034,furosemide
66302046760,tadalafil
31722025190,escitalopram
59762151601,celecoxib
67877024910,quetiapine
62756020201,gabapentin
00069421030,sildenafil
43547027609,donepezil
29300018701,bisoprolol
29300018701,hydrochlorothiazide
59746024805,lamotrigine
52817019010,cyclobenzaprine
69452014320,benzonatate
69097083805,amlodipine
00781210401,tacrolimus
00078040134,imatinib
00591246805,metoclopramide
65162047810,nitrofurantoin
59746036390,valsartan
59746033510,losartan
64380072106,tacrolimus
42806034809,bupropion
00378617301,metolazone
50428027684,melatonin
67877056110,metformin
60505476606,varenicline
00168020437,lidocaine
00904576960,acetaminophen
00832105411,baclofen
51672414601,phenytoin
62332002991,losartan
64720022510,oxycodone
13811068430,aripiprazole
31722053001,torsemide
29300011105,lamotrigine
45802002683,azelastine
16714061104,sertraline
00781557801,entacapone
42291027390,eszopiclone
00054474131,prednisone
64764015104,pioglitazone
60760003990,gabapentin
69315015510,hydrochlorothiazide
69543014211,losartan
00115181101,flavoxate
00093083401,clonazepam
13107000330,mirtazapine
59762022301,quinapril
59762022301,hydrochlorothiazide
00378104301,valproate
00245008411,propranolol
68180063502,atorvastatin
00093204898,pioglitazone
52152040802,oxycodone
00093965201,prochlorperazine
51660014030,valsartan
71180000330,oxymetazoline
49884094605,tramadol
49884094605,acetaminophen
51672134003,betamethasone
17478034038,tobramycin
00023918705,bimatoprost
64679096104,azithromycin
00904667840,oxycodone
31722000290,venlafaxine
57664049918,mirtazapine
16714037601,quetiapine
29300024119,amlodipine
00143129001,methocarbamol
00603385532,hydrochlorothiazide
16714023201,cefuroxime
00378661005,oxybutynin
00143992950,ciprofloxacin
68001026808,lisinopril
62856012510,dalteparin
24658030245,simvastatin
00472127094,ibuprofen
00172566360,buspirone
16729042210,tacrolimus
60505298503,anastrozole
00555901079,ethinyl estradiol
00555901079,inert ingredients
00555901079,norethindrone
00093739498,niacin
53746046405,ibuprofen
59762054202,glipizide
49884041201,metoprolol
51862094205,diazepam
00603786290,triamcinolone
13913000519,gabapentin
00781570092,losartan
62175038037,tacrolimus
00363645014,aspirin
33342002108,levofloxacin
00781165510,penicillin v
65162054250,potassium chloride
13668010330,donepezil
68382018314,buspirone
51079062820,oxybutynin
13668009405,pramipexole
51672400202,nortriptyline
00703012501,daptomycin
00093002801,enalapril
54458099910,lisinopril
50458030811,risperidone
16252057101,ramipril
00456224030,levomilnacipran
29300035005,allopurinol
13811066010,celecoxib
00185002030,mirtazapine
16714068502,simvastatin
00603786274,triamcinolone
00591036901,loxapine
00002411704,olanzapine
67877046490,pregabalin
43547035610,lisinopril
00378561705,levetiracetam
50742022615,tizanidine
55390031110,ceftriaxone
00093716990,azithromycin
52817014090,paroxetine
68645028254,citalopram
00054253125,lithium carbonate
00603448628,methocarbamol
60432046550,lidocaine
00009454403,tolterodine
61314014310,brimonidine
00378427605,valacyclovir
16714022401,losartan
16714022401,hydrochlorothiazide
27241016701,doxepin
00008103006,sirolimus
00555077902,medroxyprogesterone
00115180401,hydroxyzine
63304062601,furosemide
64980032005,triamcinolone
60505316103,losartan
17478028811,timolol
13668021790,aripiprazole
00074634620,erythromycin
62756018788,carbidopa
62756018788,levodopa
00378207605,lisinopril
00603417016,potassium bicarbonate
00409653501,vancomycin
69543038590,olanzapine
59676056630,darunavir
00115103001,primidone
13668000710,zolpidem
00603465528,montelukast
59762500901,clindamycin
67877022005,cephalexin
00143993805,amoxicillin
00591396901,metronidazole
69452010532,montelukast
45802049383,lactate
60505254406,galantamine
16714023301,cefuroxime
68382007005,pravastatin
00603578021,sulfamethoxazole
00603578021,trimethoprim
60505701002,fentanyl
65597011530,amlodipine
65597011530,olmesartan
65597011530,hydrochlorothiazide
64896066101,carbidopa
64896066101,levodopa
55111053201,valproate
00338130148,cefepime
13668011430,losartan
00088502005,insulin glargine
00378628010,diclofenac
00591322001,acetaminophen
00591322001,caffeine
00591322001,butalbital
00591322001,codeine
00591246501,desmopressin
71093011104,gabapentin
13668012030,pioglitazone
31722054501,lithium carbonate
63304059130,amlodipine
63304059130,atorvastatin
51079058401,nitrofurantoin
62756024064,ondansetron
51672127101,desoximetasone
51672125802,clobetasol
16714053311,sumatriptan
00187301220,pyridostigmine
68180055709,quinapril
00093292901,cyproheptadine
00093737301,amlodipine
00093737301,benazepril
69097052934,esomeprazole
65162005403,citalopram
00472016615,nystatin
60505264907,tizanidine
45802010401,olopatadine
00228267250,spironolactone
49884067314,cabergoline
55111034401,citalopram
00781155601,isosorbide dinitrate
63323064907,levothyroxine
00245018215,valproate
00378300701,captopril
00008083622,venlafaxine
00406037516,acetaminophen
00406037516,hydrocodone
62332009390,donepezil
65162089374,aripiprazole
00378156010,phenytoin
68001025908,potassium chloride
27241007106,memantine
00168025846,betamethasone
00168025846,clotrimazole
60505367403,paroxetine
00093065801,calcitriol
00781169510,isosorbide dinitrate
00093474205,citalopram
55111025960,ziprasidone
55111020010,simvastatin
47781029703,nitroglycerin
68001012903,fluoxetine
10702001201,hydroxyzine
64380073408,hydralazine
65162061750,tramadol
65162061750,acetaminophen
66758019005,potassium chloride
62037055901,potassium chloride
68180075801,amlodipine
68180075801,benazepril
57896040316,docusate
53746018901,naproxen
00591317304,alendronate
00185040401,dextroamphetamine
00185040401,amphetamine
00093474150,citalopram
50458030611,risperidone
00603212728,alprazolam
66993046130,olanzapine
00406802003,buprenorphine
00406802003,naloxone
63323081502,amikacin
00781751587,budesonide
00406993403,imipramine
00378351305,risperidone
00338055311,sodium chloride
62332002531,theophylline
65162059606,aspirin
65162059606,dipyridamole
00093736756,losartan
00093736756,hydrochlorothiazide
00093590786,mesalamine
27808003502,acetaminophen
27808003502,hydrocodone
00093433701,terazosin
16714058201,losartan
00143958105,sertraline
52343008990,donepezil
00409263405,hydromorphone
00574205912,ciclopirox
00173088214,vilanterol
00173088214,fluticasone
00378200877,bupropion
51079079520,naproxen
00555072054,alendronate
00555088704,estradiol
16714073501,esomeprazole
42571027560,dalfampridine
51407008190,atorvastatin
00469321110,micafungin
50228014605,hydrochlorothiazide
00009519102,tolterodine
00591040905,lisinopril
16714095503,ketoconazole
54458091410,lovastatin
54458093216,simvastatin
63323029561,vancomycin
66993041330,sodium bicarbonate
66993041330,omeprazole
00527135010,levothyroxine
61442032105,clonidine
57237015430,modafinil
50111091703,torsemide
64679072002,phenytoin
60432006547,clavulanate
60432006547,amoxicillin
00054014025,acarbose
43547037509,irbesartan
49884002801,hydralazine
63402091130,arformoterol
68645046654,montelukast
00093029201,carbidopa
00093029201,levodopa
60793085401,levothyroxine
60505079304,enoxaparin
00409651001,vancomycin
47335090218,quetiapine
43547034903,paroxetine
45963055711,gabapentin
00641149531,promethazine
00173060102,fluticasone
00093423201,bumetanide
24208055555,bacitracin
24208055555,polymyxin b
54505033105,hydrocortisone
17478028810,timolol
50742010301,atenolol
68180016113,azithromycin
00378075793,atenolol
10702007601,methylphenidate
65162037150,oxybutynin
69097083705,amlodipine
00603516632,phenobarbital
68462015310,topiramate
00378165005,nitrofurantoin
63304045001,morphine
00115138508,ezetimibe
00115138508,simvastatin
00904655461,trazodone
55111068401,ibuprofen
45802092341,mesalamine
00093423410,bumetanide
66993066405,duloxetine
00603543830,promethazine
60505059802,timolol
00023614230,silodosin
00832030200,chlorpromazine
59627022205,interferon beta-1a
43547025110,chlordiazepoxide
68462016201,carvedilol
62756044018,donepezil
00378910293,nitroglycerin
23155022801,acyclovir
62175011437,omeprazole
43598053760,bupropion
00603295830,clonidine
00378305001,clomipramine
64720020610,ropinirole
60505011208,gabapentin
68001025506,duloxetine
00185014409,amiodarone
00378668877,pantoprazole
00603294922,clonazepam
63323001094,gentamicin
42543005262,nystatin
67405065055,doxycycline
58657081021,pyridostigmine
50111039701,hydralazine
00185086401,dextroamphetamine
00185086401,amphetamine
68084018201,sertraline
16714035203,fluoxetine
69315090610,lorazepam
68001018203,quetiapine
47335090488,quetiapine
67405011045,metronidazole
00574024601,hyoscyamine
51672403403,warfarin
45963014230,bupropion
64764012103,alogliptin
64764012103,pioglitazone
74312015745,melatonin
00093028093,bupropion
00781595092,hydrochlorothiazide
00781595092,valsartan
68001036105,montelukast
13811068110,aripiprazole
00527130105,primidone
00603646832,zolpidem
00603210928,amlodipine
00781563701,carbidopa
00781563701,entacapone
00781563701,levodopa
00832712311,valproate
54458094110,hydrochlorothiazide
65862055330,lamivudine
00781715786,ipratropium
69543013550,methocarbamol
49884098401,nateglinide
00378240501,trifluoperazine
42858090203,tramadol
00781707819,metronidazole
16729000715,simvastatin
64679042101,amlodipine
49884012110,hydralazine
00078052651,nilotinib
51079008620,mirtazapine
13668010601,isosorbide
00378312101,repaglinide
00093433601,terazosin
45802040109,ciclopirox
00143125001,furosemide
00378680501,zaleplon
13668026810,carbamazepine
51672404001,enalapril
00054025122,irbesartan
45802077078,glimepiride
00093726701,metformin
69315021001,methenamine
00093613832,diazepam
00378718093,quinine
67405065155,doxycycline
76282041230,finasteride
45802012935,halobetasol
00527169505,acetaminophen
00527169505,caffeine
00527169505,butalbital
00591374001,morphine
16729014016,glipizide
00029315818,rosiglitazone
68382005410,warfarin
31722073030,irbesartan
00603411121,isosorbide
44567070301,ceftriaxone
33342007215,olanzapine
64380076305,dutasteride
00093729056,raloxifene
00093723006,cilostazol
00781556701,clonazepam
00781139101,haloperidol
00054012522,losartan
00143989801,cephalexin
17478070311,trimethoprim
17478070311,polymyxin b
68001028000,diclofenac
68180069806,tramadol
00904563161,gabapentin
00378082501,clozapine
00149047801,risedronate
50228014601,hydrochlorothiazide
68382018101,buspirone
68669052505,timolol
68382069606,ritonavir
00054022020,quetiapine
65162055410,demeclocycline
00143147501,prednisone
60432012616,megestrol
64380093408,losartan
68180075901,amlodipine
68180075901,benazepril
13668021690,aripiprazole
33342008607,olanzapine
63323050725,meropenem
59762502401,gabapentin
65862002901,glyburide
51079021620,metronidazole
00591034810,triamterene
00591034810,hydrochlorothiazide
00143117310,captopril
00555032402,hydroxyzine
50111032601,bethanechol
31722020190,fosinopril
00378145201,estradiol
65862001805,cephalexin
64125090501,lorazepam
00093435601,fluoxetine
00121072104,fluoxetine
00781205101,terazosin
00406036105,acetaminophen
00406036105,hydrocodone
00378550201,ropinirole
33342008507,olanzapine
55111023005,pravastatin
45963063404,lovastatin
00228289150,duloxetine
65862055190,hydrochlorothiazide
65862055190,valsartan
00469520260,tacrolimus
00591080001,hydroxyzine
00093730365,mirtazapine
43547034803,paroxetine
68001028703,bupropion
00378031893,pioglitazone
66689003950,lactulose
65862065060,rivastigmine
00378392593,febuxostat
65162022010,metformin
63304077390,lorazepam
67877012440,silver sulfadiazine
65862074430,galantamine
00002197590,testosterone
00378081001,hydrochlorothiazide
66689079050,sucralfate
70377000911,rosuvastatin
00093576710,olanzapine
23155005810,glyburide
00006027554,montelukast
51079098620,buspirone
00603210825,amlodipine
54458091002,lisinopril
54458091002,hydrochlorothiazide
68462040601,indomethacin
50111076728,azithromycin
00781543820,cefpodoxime
49483060550,gabapentin
60505003901,etodolac
68001000400,metaxalone
43598030330,finasteride
47781027501,isosorbide
68001018400,quetiapine
57237011999,warfarin
51672407406,hydrocortisone
54458098709,pravastatin
00781205105,terazosin
00093721906,topiramate
42543070210,donepezil
58657064010,metformin
00228267211,spironolactone
00781591701,chlorpromazine
59651001890,niacin
00781214401,ampicillin
00002441530,olanzapine
62332025230,azithromycin
68001039600,potassium chloride
00006020754,lisinopril
49884066009,candesartan
00591270801,oxycodone
00172428560,verapamil
00206240802,tazobactam
00206240802,piperacillin
54458088116,atorvastatin
42858010350,acetaminophen
42858010350,oxycodone
00143176401,trihexyphenidyl
47335071286,topiramate
66582031354,ezetimibe
66582031354,simvastatin
51672403601,etodolac
50111039403,benztropine
16714008104,hydroxyzine
13668009790,pantoprazole
47781042747,fentanyl
00603634328,valsartan
51991031190,desvenlafaxine
49483062110,metformin
00378672601,zonisamide
52565000950,lidocaine
62175026043,nifedipine
00781311966,enoxaparin
68180011601,levetiracetam
68001032203,bupropion
13107014301,carvedilol
50383079212,valproate
64679031400,clopidogrel
68382011514,risperidone
16714048501,valproate
00009307303,methylprednisolone
59762024602,donepezil
00603295002,clonazepam
69452015020,valproate
66993041730,raloxifene
65862015699,paroxetine
60505471603,carvedilol
68645051001,hydrochlorothiazide
63739025110,valproate
00603421428,lisinopril
00032170801,progesterone
62037056010,potassium chloride
68382002001,venlafaxine
65862019199,cyclobenzaprine
00378267093,phenytoin
60505011805,terazosin
50111048203,theophylline
00555061314,pramipexole
51672400102,nortriptyline
25021010720,ceftriaxone
00168031004,desonide
00093028001,bupropion
65862019299,fluoxetine
00406995903,temazepam
67877024901,quetiapine
00093577010,olanzapine
43386044024,nifedipine
59762181004,paroxetine
62332051805,tobramycin
68645020154,potassium chloride
60793085301,levothyroxine
00185010301,lisinopril
00781320885,ceftriaxone
23155006505,metronidazole
00378170005,nitrofurantoin
31722053805,levetiracetam
00378076101,cyclobenzaprine
64380074108,buspirone
00555003302,chlordiazepoxide
63323047101,haloperidol
42543070390,donepezil
51862006410,diazepam
00517260225,magnesium sulfate
00168002638,bacitracin
57664016618,metoprolol
00603388021,acetaminophen
00603388021,hydrocodone
24208058064,gentamicin
00185041005,bupropion
00781166892,lisinopril
50458059260,risperidone
00093057610,lovastatin
00093433801,terazosin
00185012905,bumetanide
63304053401,lisinopril
00904581080,lisinopril
00536127559,sennosides; usp
65162091853,lidocaine
68462036005,hydroxyzine
66220072930,lactulose
68382007116,pravastatin
52817013410,venlafaxine
43547024850,metformin
68180097501,levothyroxine
00591248279,timolol
00591248279,dorzolamide
61958100201,ranolazine
00378117101,nadolol
31722032901,warfarin
60505311308,olanzapine
25021017302,amikacin
00168001131,bacitracin
00093630016,cetirizine
13811066050,celecoxib
00378323293,candesartan
