CRF,CRF ID,CDE ID,CDE Name,Variable Name,Definition,Short Description,Question Text,Permissible Values,Description,Data Type,Disease Specific Instructions,Disease Specific Reference,Population,Classification,Version Number,Version Date,CRF Name,Subdomain Name,Domain Name,Size,Input Restrictions,Min Value,Max Value,Measurement Type,External Id Loinc,External Id Snomed,External Id caDSR,External Id CDISC
Geriatric Depression Scale (GDS),F1005,C09333,Geriatric Depression Scale (GDS) - situation hopeless indicator,GDSSituatnHopelssInd,"Indicator whether over the past week respondent felt her or his situation is hopeless, as part of the Geriatric Depression Scale (short form) (GDSSF)","Indicator whether over the past week respondent felt her or his situation is hopeless, as part of the Geriatric Depression Scale (short form) (GDSSF",Do you feel that your situation is hopeless?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,3,57:17.8,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Geriatric Depression Scale (GDS),F1005,C21900,Geriatric Depression Scale (GDS) Long Form - Future hopeful indicator,GDSHopefulAboutFutureInd,Indicator whether the subject is hopeful about the future (long form) (GDSLF),Indicator whether the subject is hopeful about the future (long form) (GDSLF),Are you hopeful about the future?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,1,08:04.0,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Geriatric Depression Scale (GDS),F1005,C21913,Geriatric Depression Scale (GDS) Long Form - Awake enjoy indicator,GDSEnjoyGettingUpInd,Indicator whether the subject enjoys getting up in the morning(long form) (GDSLF),Indicator whether the subject enjoys getting up in the morning(long form) (GDSLF),Do you enjoy getting up in the morning?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,1,44:23.0,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Geriatric Depression Scale (GDS),F1005,C09334,Geriatric Depression Scale (GDS) - people better off indicator,GDSPpleBettrOffInd,"Indicator whether over the past week respondent thought most other people are better off than her or him, as part of the Geriatric Depression Scale (short form) (GDSSF)","Indicator whether over the past week respondent thought most other people are better off than her or him, as part of the Geriatric Depression Scale (short form) (GDSSF",Do you think that most people are better off than you are?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,3,57:17.8,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Geriatric Depression Scale (GDS),F1005,C21902,Geriatric Depression Scale (GDS) Long Form - Bothered indicator,GDSBotheredByThoughtsInd,Indicator whether the subject is bothered by the thoughts that can't get out of his or her head(long form) (GDSLF),Indicator whether the subject is bothered by the thoughts that can't get out of his or her head(long form) (GDSLF),Are you bothered by thoughts you can't get out of your head?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,1,28:54.0,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Geriatric Depression Scale (GDS),F1005,C21914,Geriatric Depression Scale (GDS) Long Form - Social gathering avoidance indicator,GDSAvoidSocialGatheringInd,Indicator whether the subject prefers to avoid social gatherings(long form) (GDSLF),Indicator whether the subject prefers to avoid social gatherings(long form) (GDSLF),Do you prefer to avoid social gatherings?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,1,45:41.0,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Geriatric Depression Scale (GDS),F1005,C09335,Geriatric Depression Scale (GDS) - activity drop indicator,GDSActivtyDrpInd,"Indicator whether respondent has dropped many of his or her activities over the past week, as part of the Geriatric Depression Scale (short form) (GDSSF)","Indicator whether respondent has dropped many of his or her activities over the past week, as part of the Geriatric Depression Scale (short form) (GDSSF",Have you dropped many of your activities and interests?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,3,57:17.8,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Geriatric Depression Scale (GDS),F1005,C21903,Geriatric Depression Scale (GDS) Long Form - Restless fidgety indicator,GDSRestlessFidgetyInd,Indicator whether the subject often gets restless and fidgety(long form) (GDSLF),Indicator whether the subject often gets restless and fidgety(long form) (GDSLF),Do you often get restless and fidgety?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,1,30:35.0,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Geriatric Depression Scale (GDS),F1005,C21915,Geriatric Depression Scale (GDS) Long Form - Decision easy indicator,GDSEasytoMakeDecisionsInd,Indicator whether the subject feels it is easy to make decisions(long form) (GDSLF),Indicator whether the subject feels it is easy to make decisions(long form) (GDSLF),Is it easy for you to make decisions?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,1,46:58.0,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Geriatric Depression Scale (GDS),F1005,C09336,Geriatric Depression Scale (GDS) - empty life indicator,GDSEmptyLfeInd,"Indicator whether respondent has felt his or her life is empty over the past week, as part of the Geriatric Depression Scale (short form) (GDSSF)","Indicator whether respondent has felt his or her life is empty over the past week, as part of the Geriatric Depression Scale (short form) (GDSSF",Do you feel that your life is empty?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,3,57:17.8,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Geriatric Depression Scale (GDS),F1005,C21904,Geriatric Depression Scale (GDS) Long Form - Future worry indicator,GDSWorryAboutFutureInd,Indicator whether the subject is frequently worried about the future (long form) (GDSLF),Indicator whether the subject is frequently worried about the future (long form) (GDSLF),Do you frequently worry about the future?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,1,32:23.0,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Geriatric Depression Scale (GDS),F1005,C21916,Geriatric Depression Scale (GDS) Long Form - Clear mind indicator,GDSClearMindInd,Indicator whether the subject 'mind is as clear as it had used to be(long form) (GDSLF),Indicator whether the subject 'mind is as clear as it had used to be(long form) (GDSLF),Is your mind as clear as it used to be?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,1,48:16.0,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Geriatric Depression Scale (GDS),F1005,C09337,Geriatric Depression Scale (GDS) - bored indicator,GDSBoreInd,"Indicator whether respondent has often gotten bored over the past week, as part of the Geriatric Depression Scale (short form) (GDSSF)","Indicator whether respondent has often gotten bored over the past week, as part of the Geriatric Depression Scale (short form) (GDSSF",Do you often get bored?,Yes;No;Unknown,Yes;No;Unknown,Alphanumeric,"Choose the best answer that best describes how you felt over the past week.
","Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): recent evidence and development of a shorter version. Clin Gerontol 1986:165-173.",Adult,Supplemental,3,57:17.8,Geriatric Depression Scale (GDS),Cognitive,Outcomes and End Points,,"Single Pre-Defined Value Selected
",,,,,,,
Resting Energy Expenditure,F0966,C10890,Resting energy expenditure measurement,RestEnrgyExpendMeasr,"Resting Energy Expenditure (REE) is a measure of the calories (energy) burned to maintain bodily functions in the alert, resting (physically inactive) state","Resting Energy Expenditure (REE) is a measure of the calories (energy) burned to maintain bodily functions in the alert, resting (physically inactive) state",,,,Numeric Values,"Typically, the BMR is measured in a research setting in a metabolic unit whereas measuring REE is more feasible in the outpatient setting. Both REE and BMR can be measured directly using indirect calorimetry or estimated from standard predictive equations. Indirect calorimetry determines the amount of oxygen (O2) consumed and carbon dioxide (CO2) produced using controlled analytic methods. The results will indicate the number of total calories expended per unit time and the RQ (respiratory quotient), which is in indication of the predominant type of substrate oxidized (fat or carbohydrate). Many equations have been developed and validated against indirect calorimetry to estimate either REE or BMR based on easy-to-measure clinical factors such as height, weight, age, sex, lean body mass, and fat mass in varying combinations. The Harris-Benedict equation is the most widely used equation of this type in dietetic practice.
","Harris JA, Benedict FG. A biometric study of human basal metabolism. Proc Natl Acad Sci USA. 1918; 4(12): 370&#8211;373.Harris JA, Benedict FG. A Biometric Study of Basal Metabolism in Man. (Carnegie Institute of Washington Publication 279.) Washington, DC: Carnegie Institute of Washington, 1919.",Adult,Exploratory,3,57:17.8,Resting Energy Expenditure,Laboratory Tests and Biospecimens%2FBiomarkers,Assessments and Examinations,,"Free-Form Entry
",,,,,,,
